register;points;region_1;title;price;province;region_2;variety;winery
113805;90;Alto Adige                ;Elena Walch 2010 Castel Ringberg Riserva Lagrein (Alto Adige)                                     ;45;Northeastern Ital;                 ;Lagrein                   ;Elena Walch                    
113808;90;Prosecco Superiore di Cart;Bortolomiol NV  Prosecco Superiore di Cartizze                                                    ;30;Veneto           ;                 ;Prosecco                  ;Bortolomiol                    
113832;87;Friuli Aquileia           ;Tenuta Cà Bolani 2013 Superiore Pinot Grigio (Friuli Aquileia)                                    ;17;Northeastern Ital;                 ;Pinot Grigio              ;Tenuta Cà Bolani               
113838;87;Trentino                  ;La Vis 2013 Ritratti Del Diaol Chardonnay (Trentino)                                              ;18;Northeastern Ital;                 ;Chardonnay                ;La Vis                         
113839;87;Trentino                  ;La Vis 2013 Simboli Riesling (Trentino)                                                           ;13;Northeastern Ital;                 ;Riesling                  ;La Vis                         
113841;87;Lugana                    ;Malavasi Daniele 2011 San Giacomo  (Lugana)                                                       ;26;Lombardy         ;                 ;Turbiana                  ;Malavasi Daniele               
113842;87;Falanghina del Sannio     ;Mastroberardino 2013 Morabianca  (Falanghina del Sannio)                                          ;21;Southern Italy   ;                 ;Falanghina                ;Mastroberardino                
113843;87;Isonzo del Friuli         ;Masut da Rive 2013 Friulano (Isonzo del Friuli)                                                   ;22;Northeastern Ital;                 ;Friulano                  ;Masut da Rive                  
113844;87;Isonzo del Friuli         ;Masut da Rive 2013 Pinot Grigio (Isonzo del Friuli)                                               ;22;Northeastern Ital;                 ;Pinot Grigio              ;Masut da Rive                  
113845;87;Soave Classico            ;Montresor 2014 Capitel Alto  (Soave Classico)                                                     ;17;Veneto           ;                 ;Garganega                 ;Montresor                      
113872;93;Gattinara                 ;Travaglini 2011 Il Sogno  (Gattinara)                                                             ;120;Piedmont         ;                 ;Nebbiolo                  ;Travaglini                     
113907;81;Venezie                   ;Marchetti NV The Dancing Chef Red (Venezie)                                                       ;9;Northeastern Ital;                 ;Red Blend                 ;Marchetti                      
113931;96;Amarone della Valpolicella;Dal Forno Romano 2003 Vigneto di Monte Lodoletta  (Amarone della Valpolicella)                    ;470;Veneto           ;                 ;Corvina, Rondinella, Molin;Dal Forno Romano               
113933;90;Barolo                    ;Brezza 2012 Castellero  (Barolo)                                                                  ;55;Piedmont         ;                 ;Nebbiolo                  ;Brezza                         
113934;90;Barolo                    ;Cantina del Nebbiolo 2012 del Comune di Serralunga d'Alba  (Barolo)                               ;30;Piedmont         ;                 ;Nebbiolo                  ;Cantina del Nebbiolo           
113936;90;Barbaresco                ;Cascina Morassino 2013 Ovello  (Barbaresco)                                                       ;60;Piedmont         ;                 ;Nebbiolo                  ;Cascina Morassino              
113943;90;Barbaresco                ;Elvio Cogno 2013 Bordini  (Barbaresco)                                                            ;52;Piedmont         ;                 ;Nebbiolo                  ;Elvio Cogno                    
113953;90;Barbaresco                ;Carlo Giacosa 2011 Riserva  (Barbaresco)                                                          ;               ;Piedmont         ;                 ;Nebbiolo                  ;Carlo Giacosa                  
113954;90;Barolo                    ;Ca'Romè 2012 Cerretta  (Barolo)                                                                   ;103;Piedmont         ;                 ;Nebbiolo                  ;Ca'Romè                        
113956;90;Barolo                    ;Cascina del Monastero 2012 Perno  (Barolo)                                                        ;55;Piedmont         ;                 ;Nebbiolo                  ;Cascina del Monastero          
113959;90;Barolo                    ;Comm. G. B. Burlotto 2012 Cannubi  (Barolo)                                                       ;65;Piedmont         ;                 ;Nebbiolo                  ;Comm. G. B. Burlotto           
113964;87;Barolo                    ;Tenuta Rocca 2009 Riserva San Pietro  (Barolo)                                                    ;80;Piedmont         ;                 ;Nebbiolo                  ;Tenuta Rocca                   
113971;87;Alto Adige                ;Loacker 2013 Lagrein (Alto Adige)                                                                 ;24;Northeastern Ital;                 ;Lagrein                   ;Loacker                        
113987;87;Alto Adige                ;Erste Neue 2013 Lagrein (Alto Adige)                                                              ;15;Northeastern Ital;                 ;Lagrein                   ;Erste Neue                     
